main 2020-10-23 20:16:58,414 INFO  *********************Log4j2 Instantiated**************************
main 2020-10-23 20:16:58,417 DEBUG db.driver : com.mysql.jdbc.Driver
main 2020-10-23 20:16:58,417 DEBUG db.url : jdbc:mysql://localhost:3306/db1
main 2020-10-23 20:16:58,417 DEBUG db.username : root
main 2020-10-23 20:16:58,417 DEBUG db.password : root
main 2020-10-23 20:16:58,417 DEBUG db.filename : applicationLog4j2.xml
main 2020-10-23 20:16:58,417 INFO  properties file loaded
main 2020-10-23 20:16:58,417 DEBUG app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
main 2020-10-23 20:16:58,418 INFO  *******************Main start*******************
main 2020-10-23 20:16:58,419 INFO  *******************Main end*******************
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.password : root
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog   properties file loaded
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.username : root
Thread-4 2020-10-23 20:16:58,857 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,857 INFO  APPlog   36,267 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,857 INFO  CATLog  36,285 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,857 INFO  DBLog  36,270 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,270 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,267 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,285 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.password : root
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.username : root
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,858 INFO  CATLog  36,286 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,858 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,858 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,858 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.password : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.password : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog    properties file loaded
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,268 MOVIElog   db.username : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,269 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,269 MOVIElog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,269 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,859 INFO  MOVIElog   36,269 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,859 INFO  CATLog  36,286 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,859 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,859 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.username : root
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.password : root
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog    properties file loaded
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.password : root
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.username : root
Thread-2 2020-10-23 20:16:58,860 INFO  CATLog  36,286 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,860 INFO  MOVIElog   36,269 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,860 INFO  DBLog  36,271 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,860 INFO  APPlog   36,268 APPlog   db.password : root
